name,singer,lyric
Tiếng Ca Mùa Hè,"Bé Khánh Minh, Bé Nguyên Khang",Dưới bóng cây xanh ngập tràn. Chào đón những trưa nắng hè. Có chú ve kêu rộn ràng. Ngân vang giữa trời thênh thang. Tiếng chú ve kêu mùa hè. Tựa những khúc ca êm đềm. Khúc hát ru em bên thềm. Đẹp những giấc mơ dịu êm. Em yêu sao tiếng hát chú ve. Giữa bầu trời trong xanh. Em yêu sao những buổi trưa hè. Bạn bè vui vòng quanh. Em mong sao trên lối đi về. Ngày càng nhiều cây xanh. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Dưới bóng cây xanh ngập tràn. Chào đón những trưa nắng hè. Có chú ve kêu rộn ràng. Ngân vang giữa trời thênh thang. Tiếng chú ve kêu mùa hè. Tựa những khúc ca êm đềm. Khúc hát ru em bên thềm. Đẹp những giấc mơ dịu êm. Em yêu sao tiếng hát chú ve. Giữa bầu trời trong xanh. Em yêu sao những buổi trưa hè. Bạn bè vui vòng quanh. Em mong sao trên lối đi về. Ngày càng nhiều cây xanh. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Dưới bóng cây xanh ngập tràn. Chào đón những trưa nắng hè. Có chú ve kêu rộn ràng. Ngân vang giữa trời thênh thang. Tiếng chú ve kêu mùa hè. Tựa những khúc ca êm đềm. Khúc hát ru em bên thềm. Đẹp những giấc mơ dịu êm. Em yêu sao tiếng hát chú ve. Giữa bầu trời trong xanh. Em yêu sao những buổi trưa hè. Bạn bè vui vòng quanh. Em mong sao trên lối đi về. Ngày càng nhiều cây xanh. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Dưới bóng cây xanh ngập tràn. Chào đón những trưa nắng hè. Có chú ve kêu rộn ràng. Ngân vang giữa trời thênh thang. Tiếng chú ve kêu mùa hè. Tựa những khúc ca êm đềm. Khúc hát ru em bên thềm. Đẹp những giấc mơ dịu êm. Em yêu sao tiếng hát chú ve. Giữa bầu trời trong xanh. Em yêu sao những buổi trưa hè. Bạn bè vui vòng quanh. Em mong sao trên lối đi về. Ngày càng nhiều cây xanh. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve
"Thương Nhau Mùa Hè, Khóc Nhau Mùa Đông",Don Hồ,"Bài Hát: Thương Nhau Mùa Hè, Khóc Nhau Mùa Đông. Ca Sĩ: Don Hồ. Summer kisses winter tears. That was what he gave to me. Never thought that id travel all alone. The trail of memories. Happy hourslonely years. But i guess i can't complain. For i still recall the summer sun. Through all the winter rain. Tình yêu ta ngỡ không đổi thay. Làn môi ấm trao nhau đêm hè. Nhưng đến khi thu tàn. Đông sang buốt giá. Tiếc thay chỉ còn nước mắt. Tình yêu ơi đến chi rồi đi. Lời ân ái trao nhau hôm nào. Sao nỡ quên đi. Tình xưa bao thắm thiết. Để riêng ta mang sầu đau. Ngày ta yêu nhau. Sao sáng lấp lánh. Ánh trăng sao lối mòn. Mà sao hôm nay đây. ánh trăng thôi sáng soi. Ngàn vì sao úa rơi. Giờ đây ta mới hay tình yêu. Tựa như cánh chim bay xa vời. Trong bóng đêm ta nhìn. Sao rơi ước thấy. Cánh chim kia quay về đây. Summer kisses winter tears. That was what he gave to me. Never thought that id travel all alone. The trail of memories. Summer kisses winter tears. Like the stars they fade away. Leaving me to spend my lonely nights. With dreams of yesterday. Ngày ta yêu nhau. Sao sáng lấp lánh. Ánh trăng sao lối mòn. Mà sao hôm nay đây. ánh trăng thôi sáng soi. Ngàn vì sao úa rơi. Giờ đây ta mới hay tình yêu. Tựa như cánh chim bay xa vời. Trong bóng đêm ta nhìn. Sao rơi ước thấy. Cánh chim kia quay về đây. Summer kisses"
Mùa Hè Xanh (Remix),Nguyên Vũ,"Bài Hát: Mùa Hè Xanh (Remix). Trình Bày: Nguyên Vũ. Từng đàn chim tung bay. Trên những nhịp cầu tre.. Mùa hè xanh xôn xao. Nâng bước chân ta về.. Từ làng quê tiếng ve. Như gọi mời say mê.. Ngoài bờ đê có. Con trâu già nằm ngủ mê.. Mùa hè xanh long lanh. Trong mắt trẻ thơ.. Trường làng vui cho em. Trang sách mới i tờ.. Từ đồng sâu có hay không. Những giọt mồ hôi rơi.. Để màu xanh vút lên. Từ ruộng đồng ngát hương.. Mùa hè xanh, mùa hè xanh. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Từng đàn chim tung bay. Trên những nhịp cầu tre.. Mùa hè xanh xôn xao. Nâng bước chân ta về.. Từ làng quê tiếng ve. Như gọi mời say mê.. Ngoài bờ đê có. Con trâu già nằm ngủ mê.. Mùa hè xanh long lanh. Trong mắt trẻ thơ.. Trường làng vui cho em. Trang sách mới i tờ.. Từ đồng sâu có hay không. Những giọt mồ hôi rơi.. Để màu xanh vút lên. Từ ruộng đồng ngát hương.. Mùa hè xanh, mùa hè xanh. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa."
Bóng Dáng Mùa Hè,"Lê Hiếu, Trần Thu Hà",Đi qua bao phố buồn. Bước chân qua bao nẻo đường. Con tim như gõ nhịp. Những âm vang nghe rất buồn. Mùa hè trên cao. Nhịp đời xôn xao. Trưa nay mưa bỗng về. Đám mây đưa mưa ghé về. Từng giọt buồn rơi nhẹ. Rất buồn từng giọt rơi nhẹ. Giọt mưa ấm áp. (Giọt mưa ấm áp). Mùa hè gió mát. Làm sao soi. Bóng dáng mùa hè. Sáng trong mắt em. Ngoài kia cỏ hoa rất đẹp. Nắng rất hiền. (Nắng rất hiền). Mưa rất nhẹ. (Mưa rất nhẹ). Rơi mái hiên. Rồi giang tay. Đón hết đêm hè. Sáng trong mắt em. Vì sao long lanh rất đẹp. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha. Đi qua bao phố buồn. Bước chân qua bao nẻo đường. Con tim như gõ nhịp. Những âm vang nghe rất buồn. Mùa hè trên cao. Nhịp đời xôn xao. Trưa nay mưa bỗng về. Đám mây đưa mưa ghé về. Từng giọt buồn rơi nhẹ. Rất buồn từng giọt rơi nhẹ. Giọt mưa ấm áp. (Giọt mưa ấm áp). Mùa hè gió mát. Làm sao soi. Bóng dáng mùa hè. Sáng trong mắt em. Ngoài kia cỏ hoa rất đẹp. Nắng rất hiền. (Nắng rất hiền). Mưa rất nhẹ. (Mưa rất nhẹ). Rơi mái hiên. Rồi giang tay. Đón hết đêm hè. Sáng trong mắt em. Vì sao long lanh rất đẹp. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha. Làm sao soi. Bóng dáng mùa hè. Sáng trong mắt em. Ngoài kia cỏ hoa rất đẹp. Nắng rất hiền. (Nắng rất hiền). Mưa rất nhẹ. (Mưa rất nhẹ). Rơi mái hiên. Rồi giang tay. Đón hết đêm hè. Sáng trong mắt em. Vì sao long lanh rất đẹp. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha
Xôn Xao Mùa Hè,Nguyễn Hải Phong,Gió nóng tràn về. Làm xôn xao mùa hè. Nắng đến ngập tràn. Ve gọi bầy hát vang. Những lúc muộn màng. Làm con tim bàng hoàng. Vuốt nắng mùa hè. Mong chờ ai đến mau. Đứng giữa mùa hè. Lời ve kêu rộn ràng. Nhớ đến tìm về. Sân trường đầy lá me. Hát khúc mùa hè. Ngày chia tay thật rồi. Giữ lấy mùa hè. Tay cầm tay với nhau. Một cành phượng thắm trao nhau. Giữ cho tình yêu ban đầu. Nếu mai rời xa sân trường. Xin đừng lãng quên. Mùa hè đang đến ve như. Nhắc ta luôn nhớ kỷ niệm. Khi ta xa nhau. Ve kêu ve kêu. Xôn xao xôn xao. Nhớ mãi mùa hè. Dù nơi phương trời nao. Hát khúc mùa hè. Hoa phượng hồng ước mơ. Giấu kín chuyện tình. Ngày đôi ta cùng trường. Nhớ lắm ai ơi. Khi mùa hè đến chơi. Gió nóng tràn về. Làm xôn xao mùa hè. Nắng đến ngập tràn. Ve gọi bầy hát vang. Những lúc muộn màng. Làm con tim bàng hoàng. Vuốt nắng mùa hè. Mong chờ ai đến mau. Đứng giữa mùa hè. Lời ve kêu rộn ràng. Nhớ đến tìm về. Sân trường đầy lá me. Hát khúc mùa hè. Ngày chia tay thật rồi. Giữ lấy mùa hè. Tay cầm tay với nhau. Một cành phượng thắm trao nhau. Giữ cho tình yêu ban đầu. Nếu mai rời xa sân trường. Xin đừng lãng quên. Mùa hè đang đến ve như. Nhắc ta luôn nhớ kỷ niệm. Khi ta xa nhau. Ve kêu ve kêu. Xôn xao xôn xao. Nhớ mãi mùa hè. Dù nơi phương trời nao. Hát khúc mùa hè. Hoa phượng hồng ước mơ. Giấu kín chuyện tình. Ngày đôi ta cùng trường. Nhớ lắm ai ơi. Khi mùa hè đến chơi. Xôn xao hè về. Ve kêu hè về. Giữ lấy mùa hè. Mùa hè xôn xao. Xôn xao hè về. Ve kêu hè về. Giữ lấy mùa hè. Mùa hè xôn xao
Mùa Hè Nhiệt Đới,Mây Trắng,Hè đã về. Mùa ta say mê. Có tiếng gió. Vờn trên lưng đồi. Hè đã về. Mùa phượng đơm hoa. Mùa ve cất tiếng gọi bầy. Lòng rộn ràng. Ngập tràn hân hoan. Đón nắng mới. Để quên u sầu. Những ngày hè. Đừng trôi qua mau. Để ta rong chơi từng giây phút. Mùa hè nhiệt đới nắng ấm. Gió lay bờ vai xinh xinh. Có tiếng sóng. Vuốt ve đôi chân mỹ miều. Hè mang theo. Nhiều niềm vui. Căng tràn sức sống. Mùa hè nhiệt đới ấm áp. Gió đưa thuyền ta ra khơi. Bỗng ước muốn. Hoá ra cơn mưa giữa trời. Mùa hè ơi. Ngày vui ơi. Ta bỗng thêm yêu cuộc đời. Hè đã về. Mùa ta say mê. Có tiếng gió. Vờn trên lưng đồi. Hè đã về. Mùa phượng đơm hoa. Mùa ve cất tiếng gọi bầy. Lòng rộn ràng. Ngập tràn hân hoan. Đón nắng mới. Để quên u sầu. Những ngày hè. Đừng trôi qua mau. Để ta rong chơi từng giây phút. Mùa hè nhiệt đới nắng ấm. Gió lay bờ vai xinh xinh. Có tiếng sóng. Vuốt ve đôi chân mỹ miều. Hè mang theo. Nhiều niềm vui. Căng tràn sức sống. Mùa hè nhiệt đới ấm áp. Gió đưa thuyền ta ra khơi. Bỗng ước muốn. Hoá ra cơn mưa giữa trời. Mùa hè ơi. Ngày vui ơi. Ta bỗng thêm yêu cuộc đời. Nắng đem hạnh phúc. Cho ngày thêm rạng ngời. Gió nâng lời hát. Cho bài ca sức sống. Phút giây hạnh phúc. Sẽ còn mãi êm đềm. Ôi ta hân hoan. Ôi ta thêm yêu. Vào cuộc sống. Mùa hè nhiệt đới nắng ấm. Gió lay bờ vai xinh xinh. Có tiếng sóng. Vuốt ve đôi chân mỹ miều. Hè mang theo. Nhiều niềm vui. Căng tràn sức sống. Mùa hè nhiệt đới ấm áp. Gió đưa thuyền ta ra khơi. Bỗng ước muốn. Hoá ra cơn mưa giữa trời. Mùa hè ơi. Ngày vui ơi. Ta bỗng thêm yêu cuộc đời. Mùa hè ơi. Ngày vui ơi. Ta bỗng thêm yêu cuộc đời
Mùa Hè Thương Yêu,Triệu Hoàng,Ngày tháng trôi qua mau. Cho lòng thêm nuối tiếc. Một thời mộng mơ đã qua. Còn đâu nữa bóng dáng dịu dàng. Tà áo trắng thướt tha sân trường. Sẽ không còn những khi bâng khuâng. Nghe hè về trống vắng. Phượng buồn ngập tràn lối đi. Giọt nước mắt rớt khẽ bờ mi. Làn môi thắm chứa chan nỗi niềm. Luyến lưu ngày cách xa. Từng chiều qua đây. Ngập ngừng vu vơ. Chìm vào trong nỗi nhớ. Nhớ rồi quên bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ôi sao!. Đến vội vàng chia tay nhé bạn thân. Và từ biệt mái trường. Ngày tháng trôi qua mau. Cho lòng thêm nuối tiếc. Một thời mộng mơ đã qua. Còn đâu nữa bóng dáng dịu dàng. Tà áo trắng thướt tha sân trường. Sẽ không còn những khi bâng khuâng. Nghe hè về trống vắng. Phượng buồn ngập tràn lối đi. Giọt nước mắt rớt khẽ bờ mi. Làn môi thắm chứa chan nỗi niềm. Luyến lưu ngày cách xa. Từng chiều qua đây. Ngập ngừng vu vơ. Chìm vào trong nỗi nhớ. Nhớ rồi quên bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ôi sao!. Đến vội vàng chia tay nhé bạn thân. Và từ biệt mái trường. Nhớ rồi quên. Bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ôi sao!. Đến vội vàng. Chia tay nhé bạn thân. Và từ biệt mái trường
Máy Điều Hòa Mùa Hè,Wanbi Tuấn Anh,"Em đã nói tiếng yêu anh nhiều. Bóng dáng thiết tha quá yêu kiều. Để lòng này nhớ mỗi chiều oh... Em hay cứ trách anh hững hờ. Có biết những khi thấy em buồn. Thì lòng này như lại muốn đến bên em.. Và tình yêu đến trong ngày nắng. Chia cùng em những nỗi vui buồn kia. Là cơn gió mát giữa hè vắng. Bay cùng em đến những chân trời xa.. Cho đôi ta luôn bên nhau không chia rời. Cho đôi ta luôn yêu nhau trong gió mát. Để tình mình đẹp tuyệt vời. Như hè nắng chiếu lung linh.. Ta bên nhau quên lo âu quên u sầu. Ta bên nhau vui rong chơi. Như hè nắng. Ngày lại ngày cùng nụ cười. Cho dù mai có đông sang. vẫn thật vui. Oh hay mùa hè lại qua đây. Đường phố vắng lặng từ hôm nay. Và cái nắng oi bức từ trên cành cây.. Cứ mỗi sớm thức dậy. Sau một giấc ngủ say. Là biết chắc sẽ nhớ em một ngày.. Mỗi lúc như vậy em đâu có hay ha.... Anh mong mùa hè này chóng qua,. Ôi mùa hè này nóng quá,. Sao lại cách xa àh.... Có lẽ anh đây rất giỏi. Có lẽ anh đây có quá hào hoa. Nhưng có lẽ trong con tim anh lúc này. Em...vẫn như là cái máy điều hoà!. Em đã nói tiếng yêu anh nhiều. Bóng dáng thiết tha quá yêu kiều. Để lòng này nhớ mỗi chiều oh... Em hay cứ trách anh hững hờ. Có biết những khi thấy em buồn. Thì lòng này như lại muốn đến bên em.. Và tình yêu đến trong ngày nắng. Chia cùng em những nỗi vui buồn kia. Là cơn gió mát giữa hè vắng. Bay cùng em đến những chân trời xa.. Cho đôi ta luôn bên nhau không chia rời. Cho đôi ta luôn yêu nhau trong gió mát. Để tình mình đẹp tuyệt vời. Như hè nắng chiếu lung linh.. Ta bên nhau quên lo âu quên u sầu. Ta bên nhau vui rong chơi. Như hè nắng. Ngày lại ngày cùng nụ cười. Cho dù mai có đông sang. Vẫn thật vui. Cho đôi ta luôn bên nhau không chia rời. Cho đôi ta luôn yêu nhau trong gió mát. Để tình mình đẹp tuyệt vời. Như hè nắng chiếu lung linh.. Ta bên nhau quên lo âu quên u sầu. Ta bên nhau vui rong chơi. Như hè nắng. Ngày lại ngày cùng nụ cười. Cho dù mai có đông sang. Vẫn thật vui. Oh hay mùa hè lại qua đây. Đường phố vắng lặng từ hôm nay. Và cái nắng oi bức từ trên cành cây.. Cứ mỗi sớm thức dậy. Sau một giấc ngủ say. Là biết chắc sẽ nhớ em một ngày.. Mỗi lúc như vậy em đâu có hay ha.... Anh mong mùa hè này chóng qua,. Ôi mùa hè này nóng quá,. Sao lại cách xa àh.... Có lẽ anh đây rất giỏi. Có lẽ anh đây có quá hào hoa. Nhưng có lẽ trong con tim anh lúc này. Em...vẫn như là cái máy điều hoà!"
Mùa Đông Năm Ấy,Nhạc Nguyễn,Mùa đông năm ấy. Sao sáng soi cuối trời. Mùa đông năm ấy. Con Chúa sinh xuống đời. Nhịp ca véo von. Bao thiên thần vang hát. Tôn thờ Ngôi Hai. Giáng sinh trần ai.. Con hợp với thiên thần. Hoà vang câu hát. Con hợp với thiên thần. Hoà vang câu hát. Mừng sinh nhật. Chúa vinh quang. Mừng sinh nhật. Đấng yêu thương. Sinh nhật từ ái. Sáng như công bình.. Mùa đông năm ấy. Vui tiếng ca nhịp nhàng. Mùa đông năm ấy. Theo ánh sao huy hoàng. Tìm hang Bethlehem. Những mục đồng mau bước. Tôn thờ Ngôi Hai. Giáng sinh trần ai. Con hợp với Mục Đồng. Cùng thờ lạy Chúa. Con hợp với Mục Đồng. Cùng thờ lạy Chúa. Mừng sinh nhật. Đấng cứu tinh. Mừng sinh nhật. Đấng uy linh. Sinh nhật ngày Chúa. Xuống ơn thái bình. Mùa đông năm ấy. Quên lắng lo ưu phiền. Mẹ Maria âu yếm. Cung kính nhìn. Nhìn con mới sinh. Dâng tấm lòng kính mến. Tôn thờ Ngôi Hai. Giáng sinh trần ai. Con hợp với Mary. Quỳ đây lạy Chúa. Con hợp với Giuse. Quỳ đây ngắm Chúa. Mừng sinh nhật. Chúa Ngôi Hai. Mừng sinh nhật. Đấng yên say. Sinh nhật một lễ. Đón đưa muôn đời.. Mùa đông năm ấy. Con Chúa xa cõi trời. Mùa đông năm ấy. Con Chúa sinh xuống đời. Ngày xưa có hoa. Những sinh nhật con Chúa. Tâm hồn con ghi. Dám đâu hoài nghi. Con quỳ gối ôn lại. Ngày qua đáng nhớ. Con quỳ gối cảm tạ. Tình yêu quý giá. Mừng sinh nhật Chúa chí nhân. Mừng sinh nhật. Chúa muôn năm. Sinh nhật cùng với. Tháng năm vững bền. Mừng sinh nhật. Chúa Ngôi Hai. Mừng sinh nhật. Đấng Thiên sai. Sinh nhật một lễ. Đáng ghi muôn đời
Mùa Đông,ERIK,"a sĩ: ERIK ST.319. Mùa Đông đến nơi đây tìm anh. Giữa đêm lạnh rét căm. Mùa Đông khẽ ôm anh thật lâu. Biết anh chẳng có. Ai bên cạnh anh. Và dấu phố khi xưa. Ta gặp nhau. Giờ đây là màn đêm. Tối tăm quạnh hiu. Hứa với anh sẽ không rời xa. Mà sao giờ đây anh khóc. Trong đêm tối tăm mịt mù. Bao giấc mơ phiêu du lả lơi. Không có em nơi đây. Xin giấc mơ yêu đương dài thêm. Giờ anh ngồi đây. Trong bao nhung nhớ. Vẫn mãi đợi chờ. Lời hẹn ước khi xưa. Người trao cho anh. Nay vỡ tan rồi người ơi. Bao yêu thương giờ như. Cơn gió ấm áp ùa về. Giữa cơn mưa mùa đông. Bơ vơ anh khóc mãi thôi. Mùa Đông hỡi. Xin em quay về. Bên cạnh anh đi người ơi. Anh sẽ đợi, đợi mãi. Mùa Đông nhắc. Tên em lần cuối. Lỡ mai này sẽ quên. Mùa Đông xoá tan đi ngày nắng. êm đềm ngày ta có nhau. Và nếu biết. Ta sẽ xa rời nhau. Thì bây giờ. Anh ôm lấy em thật lâu. Nói với em giấc mơ của anh. Tình yêu giờ đây. Chỉ có một mình anh. Xa mãi xa mãi. Bao lời yêu thiết tha ấy. Xa mãi xa mãi. Bao phút giây. Yêu đương đầu tiên. Giờ anh ngồi đây. Trong bao nhung nhớ. Vẫn mãi đợi chờ. Lời hẹn ước khi xưa. Người trao cho anh. Nay vỡ tan rồi người ơi. Bao yêu thương giờ như. Cơn gió ấm áp ùa về. Giữa cơn mưa mùa đông. Bơ vơ anh khóc mãi thôi. Mùa Đông hỡi. Xin em quay về. Bên cạnh anh đi người ơi. Anh sẽ đợi, đợi mãi. Mùa Đông hỡi. Mùa Đông hỡi. Mùa đông đến nơi đây tìm anh. Mùa đông nhắc tên em lần cuối. Mùa đông xoá tan đi ngày nắng. Và gió đến đây. Hát bài tình ca. Tình yêu của anh. Như ánh trăng ngoài kia. Rọi xuống thế gian. Thấy em cười nói. Mà đôi bàn tay. Không thể chạm vào em"
